Study_ID	Sample_ID	SDRF_Row	SDRF_File	Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[genotype]	Characteristics[replicate]	Characteristics[sex]	Characteristics[spike in]	Material Type	Protocol REF	Protocol REF__duplicate_1	Protocol REF__duplicate_2	Protocol REF__duplicate_3	Performer	Extract Name	Material Type__duplicate_1	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF__duplicate_4	Performer__duplicate_1	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[genotype]	Factor Value[RNA interference]	Characteristics[disease]	Characteristics[genetic modification]	Comment[spike in]	Performer__duplicate_2	Performer__duplicate_3	Derived Array Data File	Protocol REF__duplicate_5	Derived Array Data File__duplicate_1	Description	Performer__duplicate_4	Performer__duplicate_5	Protocol REF__duplicate_6	Protocol REF__duplicate_7	Performer__duplicate_6	Protocol REF__duplicate_8	Performer__duplicate_7	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Term Source REF	Term Accession Number	Factor Value[time]	Unit[time unit]	Term Source REF__duplicate_1	Term Accession Number__duplicate_1	Comment[technical replicate group]	Characteristics[recovery]	Unit[time unit]__duplicate_1	Factor Value[recovery]	Unit[time unit]__duplicate_2	Characteristics[compound2]	Characteristics[dose2]	Characteristics[time2]	Unit[concentration unit]__duplicate_1	Term Source REF__duplicate_2	Term Accession Number__duplicate_2	Term Source REF__duplicate_3	Term Accession Number__duplicate_3	Factor Value[compound2]	Factor Value[dose2]	Unit[concentration unit]__duplicate_2	Term Source REF__duplicate_4	Term Accession Number__duplicate_4
E-MTAB-14755	HFF_A_smgi	3	E-MTAB-14755.sdrf.txt	HFF_A_smgi	ERS22945691	SAMEA117610546	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_A_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_A_smgi	sequencing assay	ERX13563899	HFF_A_smgi_S42_R2_001.fastq.gz	HFF_A_smgi_S42_R2_001.fastq.gz	ERR14161359	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/059/ERR14161359/ERR14161359_2.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_A_smgi.bam	P-MTAB-150504	HFF_A_smgi.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_A_smgi	4	E-MTAB-14755.sdrf.txt	HFF_A_smgi	ERS22945691	SAMEA117610546	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_A_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_A_smgi	sequencing assay	ERX13563899	HFF_A_smgi_S24_R1_001.fastq.gz	HFF_A_smgi_S24_R1_001.fastq.gz	ERR14161358	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/058/ERR14161358/ERR14161358_2.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_A_smgi.bam	P-MTAB-150504	HFF_A_smgi.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_B_smgi	5	E-MTAB-14755.sdrf.txt	HFF_B_smgi	ERS22945692	SAMEA117610547	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_B_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_B_smgi	sequencing assay	ERX13563900	HFF_B_smgi_S43_R2_001.fastq.gz	HFF_B_smgi_S43_R2_001.fastq.gz	ERR14161360	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/060/ERR14161360/ERR14161360_1.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_B_smgi.bam	P-MTAB-150504	HFF_B_smgi.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_B_smgi	6	E-MTAB-14755.sdrf.txt	HFF_B_smgi	ERS22945692	SAMEA117610547	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_B_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_B_smgi	sequencing assay	ERX13563900	HFF_B_smgi_S25_R2_001.fastq.gz	HFF_B_smgi_S25_R2_001.fastq.gz	ERR14161361	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/061/ERR14161361/ERR14161361_1.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_B_smgi.bam	P-MTAB-150504	HFF_B_smgi.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_B_smgi	7	E-MTAB-14755.sdrf.txt	HFF_B_smgi	ERS22945692	SAMEA117610547	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_B_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_B_smgi	sequencing assay	ERX13563900	HFF_B_smgi_S43_R1_001.fastq.gz	HFF_B_smgi_S43_R1_001.fastq.gz	ERR14161360	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/060/ERR14161360/ERR14161360_2.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_B_smgi.bam	P-MTAB-150504	HFF_B_smgi.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_B_smgi	8	E-MTAB-14755.sdrf.txt	HFF_B_smgi	ERS22945692	SAMEA117610547	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_B_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_B_smgi	sequencing assay	ERX13563900	HFF_B_smgi_S25_R1_001.fastq.gz	HFF_B_smgi_S25_R1_001.fastq.gz	ERR14161361	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/061/ERR14161361/ERR14161361_2.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_B_smgi.bam	P-MTAB-150504	HFF_B_smgi.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_C_smgi	9	E-MTAB-14755.sdrf.txt	HFF_C_smgi	ERS22945693	SAMEA117610548	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_C_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_C_smgi	sequencing assay	ERX13563901	HFF_C_smgi_S26_R2_001.fastq.gz	HFF_C_smgi_S26_R2_001.fastq.gz	ERR14161362	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/062/ERR14161362/ERR14161362_1.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_C_smgi.bam	P-MTAB-150504	HFF_C_smgi.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_C_smgi	10	E-MTAB-14755.sdrf.txt	HFF_C_smgi	ERS22945693	SAMEA117610548	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_C_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_C_smgi	sequencing assay	ERX13563901	HFF_C_smgi_S44_R1_001.fastq.gz	HFF_C_smgi_S44_R1_001.fastq.gz	ERR14161363	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/063/ERR14161363/ERR14161363_1.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_C_smgi.bam	P-MTAB-150504	HFF_C_smgi.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_C_smgi	11	E-MTAB-14755.sdrf.txt	HFF_C_smgi	ERS22945693	SAMEA117610548	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_C_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_C_smgi	sequencing assay	ERX13563901	HFF_C_smgi_S44_R2_001.fastq.gz	HFF_C_smgi_S44_R2_001.fastq.gz	ERR14161363	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/063/ERR14161363/ERR14161363_2.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_C_smgi.bam	P-MTAB-150504	HFF_C_smgi.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_C_smgi	12	E-MTAB-14755.sdrf.txt	HFF_C_smgi	ERS22945693	SAMEA117610548	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_C_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_C_smgi	sequencing assay	ERX13563901	HFF_C_smgi_S26_R1_001.fastq.gz	HFF_C_smgi_S26_R1_001.fastq.gz	ERR14161362	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/062/ERR14161362/ERR14161362_2.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_C_smgi.bam	P-MTAB-150504	HFF_C_smgi.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_X_dmso	13	E-MTAB-14755.sdrf.txt	HFF_X_dmso	ERS22945694	SAMEA117610549	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_X_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_X_dmso	sequencing assay	ERX13563902	HFF_X_dmso_S27_R2_001.fastq.gz	HFF_X_dmso_S27_R2_001.fastq.gz	ERR14161364	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/064/ERR14161364/ERR14161364_1.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_X_dmso.bam	P-MTAB-150504	HFF_X_dmso.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	none					0	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_X_dmso	14	E-MTAB-14755.sdrf.txt	HFF_X_dmso	ERS22945694	SAMEA117610549	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_X_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_X_dmso	sequencing assay	ERX13563902	HFF_X_dmso_S27_R1_001.fastq.gz	HFF_X_dmso_S27_R1_001.fastq.gz	ERR14161364	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/064/ERR14161364/ERR14161364_2.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_X_dmso.bam	P-MTAB-150504	HFF_X_dmso.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	none					0	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_X_dmso	15	E-MTAB-14755.sdrf.txt	HFF_X_dmso	ERS22945694	SAMEA117610549	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_X_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_X_dmso	sequencing assay	ERX13563902	HFF_X_dmso_S45_R2_001.fastq.gz	HFF_X_dmso_S45_R2_001.fastq.gz	ERR14161365	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/065/ERR14161365/ERR14161365_1.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_X_dmso.bam	P-MTAB-150504	HFF_X_dmso.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	none					0	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_X_dmso	16	E-MTAB-14755.sdrf.txt	HFF_X_dmso	ERS22945694	SAMEA117610549	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_X_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_X_dmso	sequencing assay	ERX13563902	HFF_X_dmso_S45_R1_001.fastq.gz	HFF_X_dmso_S45_R1_001.fastq.gz	ERR14161365	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/065/ERR14161365/ERR14161365_2.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_X_dmso.bam	P-MTAB-150504	HFF_X_dmso.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	none					0	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_Y_dmso	17	E-MTAB-14755.sdrf.txt	HFF_Y_dmso	ERS22945695	SAMEA117610550	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_Y_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_Y_dmso	sequencing assay	ERX13563903	HFF_Y_dmso_S28_R1_001.fastq.gz	HFF_Y_dmso_S28_R1_001.fastq.gz	ERR14161366	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/066/ERR14161366/ERR14161366_1.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_Y_dmso.bam	P-MTAB-150504	HFF_Y_dmso.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	none					0	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_Y_dmso	18	E-MTAB-14755.sdrf.txt	HFF_Y_dmso	ERS22945695	SAMEA117610550	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_Y_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_Y_dmso	sequencing assay	ERX13563903	HFF_Y_dmso_S46_R2_001.fastq.gz	HFF_Y_dmso_S46_R2_001.fastq.gz	ERR14161367	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/067/ERR14161367/ERR14161367_1.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_Y_dmso.bam	P-MTAB-150504	HFF_Y_dmso.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	none					0	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_Y_dmso	19	E-MTAB-14755.sdrf.txt	HFF_Y_dmso	ERS22945695	SAMEA117610550	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_Y_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_Y_dmso	sequencing assay	ERX13563903	HFF_Y_dmso_S46_R1_001.fastq.gz	HFF_Y_dmso_S46_R1_001.fastq.gz	ERR14161367	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/067/ERR14161367/ERR14161367_2.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_Y_dmso.bam	P-MTAB-150504	HFF_Y_dmso.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	none					0	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_Y_dmso	20	E-MTAB-14755.sdrf.txt	HFF_Y_dmso	ERS22945695	SAMEA117610550	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_Y_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_Y_dmso	sequencing assay	ERX13563903	HFF_Y_dmso_S28_R2_001.fastq.gz	HFF_Y_dmso_S28_R2_001.fastq.gz	ERR14161366	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/066/ERR14161366/ERR14161366_2.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_Y_dmso.bam	P-MTAB-150504	HFF_Y_dmso.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	none					0	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_Z_dmso	21	E-MTAB-14755.sdrf.txt	HFF_Z_dmso	ERS22945696	SAMEA117610551	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_Z_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_Z_dmso	sequencing assay	ERX13563904	HFF_Z_dmso_S47_R1_001.fastq.gz	HFF_Z_dmso_S47_R1_001.fastq.gz	ERR14161368	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/068/ERR14161368/ERR14161368_1.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_Z_dmso.bam	P-MTAB-150504	HFF_Z_dmso.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	none					0	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_Z_dmso	22	E-MTAB-14755.sdrf.txt	HFF_Z_dmso	ERS22945696	SAMEA117610551	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_Z_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_Z_dmso	sequencing assay	ERX13563904	HFF_Z_dmso_S47_R2_001.fastq.gz	HFF_Z_dmso_S47_R2_001.fastq.gz	ERR14161368	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/068/ERR14161368/ERR14161368_2.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_Z_dmso.bam	P-MTAB-150504	HFF_Z_dmso.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	none					0	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_Z_dmso	23	E-MTAB-14755.sdrf.txt	HFF_Z_dmso	ERS22945696	SAMEA117610551	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_Z_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_Z_dmso	sequencing assay	ERX13563904	HFF_Z_dmso_S29_R2_001.fastq.gz	HFF_Z_dmso_S29_R2_001.fastq.gz	ERR14161369	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/069/ERR14161369/ERR14161369_1.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_Z_dmso.bam	P-MTAB-150504	HFF_Z_dmso.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	none					0	hour	EFO	UO_0000032																		
E-MTAB-14755	HFF_Z_dmso	24	E-MTAB-14755.sdrf.txt	HFF_Z_dmso	ERS22945696	SAMEA117610551	Homo sapiens	TERT-HFF	neonate	foreskin	fibroblast	wild type genotype		male		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HFF_Z_dmso	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HFF_Z_dmso	sequencing assay	ERX13563904	HFF_Z_dmso_S29_R1_001.fastq.gz	HFF_Z_dmso_S29_R1_001.fastq.gz	ERR14161369	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/069/ERR14161369/ERR14161369_2.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HFF_Z_dmso.bam	P-MTAB-150504	HFF_Z_dmso.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	none					0	hour	EFO	UO_0000032																		
E-MTAB-14755	HUVEC_A_smgi	25	E-MTAB-14755.sdrf.txt	HUVEC_A_smgi	ERS22945697	SAMEA117610552	Homo sapiens	HUVEC/TERT 2	neonate	umbilical vein	endothelial cell	wild type genotype		female		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HUVEC_A_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HUVEC_A_smgi	sequencing assay	ERX13563905	HUVEC_A_smgi_S18_R1_001.fastq.gz	HUVEC_A_smgi_S18_R1_001.fastq.gz	ERR14161370	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/070/ERR14161370/ERR14161370_1.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HUVEC_A_smgi.bam	P-MTAB-150504	HUVEC_A_smgi.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032																		
E-MTAB-14755	HUVEC_A_smgi	26	E-MTAB-14755.sdrf.txt	HUVEC_A_smgi	ERS22945697	SAMEA117610552	Homo sapiens	HUVEC/TERT 2	neonate	umbilical vein	endothelial cell	wild type genotype		female		cell	P-MTAB-150501	P-MTAB-150505	P-MTAB-150506	P-MTAB-150502	Paul O. Wulf	HUVEC_A_smgi	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq			P-MTAB-150503	O. Benlasfer	HUVEC_A_smgi	sequencing assay	ERX13563905	HUVEC_A_smgi_S18_R2_001.fastq.gz	HUVEC_A_smgi_S18_R2_001.fastq.gz	ERR14161370	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/070/ERR14161370/ERR14161370_2.fastq.gz			normal			Paul O. Wulf	Paul O. Wulf	HUVEC_A_smgi.bam	P-MTAB-150504	HUVEC_A_smgi.bam.bai		AG Landthaler, MDC, Berlin	AG Landthaler, MDC, Berlin		P-MTAB-150507	V. Boehm	P-MTAB-150507	V. Boehm	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032																		
