Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[disease]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[genotype]	Characteristics[genetic modification]	Characteristics[compound2]	Characteristics[dose2]	Unit[concentration unit]	Term Source REF	Term Accession Number	Characteristics[time2]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[replicate]	Characteristics[spike in]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Protocol REF	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Protocol REF	Performer	Derived Array Data File	Factor Value[genotype]	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Term Source REF	Term Accession Number	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number	Factor Value[compound2]	Factor Value[dose2]	Unit[concentration unit]	Term Source REF	Term Accession Number
Nter_0h_IAA_4SU_3	ERS18334898	SAMEA115337033	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	3	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_0h_IAA_4SU_3	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_0h_IAA_4SU_3	sequencing assay	ERX12059568	P-MTAB-141159	Nter_0h_IAA_4SU_3_S6_L002_R2_001.fastq.gz	Nter_0h_IAA_4SU_3_S6_L002_R2_001.fastq.gz	ERR12685454	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/054/ERR12685454/ERR12685454_1.fastq.gz	P-MTAB-141921	V. Boehm	Nter_0h_IAA_4SU_3.bam	P-MTAB-141921	V. Boehm	Nter_0h_IAA_4SU_3.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
Nter_0h_IAA_4SU_3	ERS18334898	SAMEA115337033	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	3	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_0h_IAA_4SU_3	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_0h_IAA_4SU_3	sequencing assay	ERX12059568	P-MTAB-141159	Nter_0h_IAA_4SU_3_S6_L002_R1_001.fastq.gz	Nter_0h_IAA_4SU_3_S6_L002_R1_001.fastq.gz	ERR12685454	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/054/ERR12685454/ERR12685454_2.fastq.gz	P-MTAB-141921	V. Boehm	Nter_0h_IAA_4SU_3.bam	P-MTAB-141921	V. Boehm	Nter_0h_IAA_4SU_3.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	none	0	micromolar	EFO	UO_0000064	0	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
Nter_12h_IAA_4SU_1	ERS18334899	SAMEA115337034	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	1	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_12h_IAA_4SU_1	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_12h_IAA_4SU_1	sequencing assay	ERX12059569	P-MTAB-141159	Nter_12h_IAA_4SU_1_S7_L002_R1_001.fastq.gz	Nter_12h_IAA_4SU_1_S7_L002_R1_001.fastq.gz	ERR12685455	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/055/ERR12685455/ERR12685455_1.fastq.gz	P-MTAB-141921	V. Boehm	Nter_12h_IAA_4SU_1.bam	P-MTAB-141921	V. Boehm	Nter_12h_IAA_4SU_1.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
Nter_12h_IAA_4SU_1	ERS18334899	SAMEA115337034	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	1	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_12h_IAA_4SU_1	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_12h_IAA_4SU_1	sequencing assay	ERX12059569	P-MTAB-141159	Nter_12h_IAA_4SU_1_S7_L002_R2_001.fastq.gz	Nter_12h_IAA_4SU_1_S7_L002_R2_001.fastq.gz	ERR12685455	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/055/ERR12685455/ERR12685455_2.fastq.gz	P-MTAB-141921	V. Boehm	Nter_12h_IAA_4SU_1.bam	P-MTAB-141921	V. Boehm	Nter_12h_IAA_4SU_1.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
Nter_12h_IAA_4SU_2	ERS18334900	SAMEA115337035	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	2	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_12h_IAA_4SU_2	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_12h_IAA_4SU_2	sequencing assay	ERX12059570	P-MTAB-141159	Nter_12h_IAA_4SU_2_S8_L002_R1_001.fastq.gz	Nter_12h_IAA_4SU_2_S8_L002_R1_001.fastq.gz	ERR12685456	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/056/ERR12685456/ERR12685456_1.fastq.gz	P-MTAB-141921	V. Boehm	Nter_12h_IAA_4SU_2.bam	P-MTAB-141921	V. Boehm	Nter_12h_IAA_4SU_2.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
Nter_12h_IAA_4SU_2	ERS18334900	SAMEA115337035	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	2	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_12h_IAA_4SU_2	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_12h_IAA_4SU_2	sequencing assay	ERX12059570	P-MTAB-141159	Nter_12h_IAA_4SU_2_S8_L002_R2_001.fastq.gz	Nter_12h_IAA_4SU_2_S8_L002_R2_001.fastq.gz	ERR12685456	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/056/ERR12685456/ERR12685456_2.fastq.gz	P-MTAB-141921	V. Boehm	Nter_12h_IAA_4SU_2.bam	P-MTAB-141921	V. Boehm	Nter_12h_IAA_4SU_2.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
Nter_12h_IAA_4SU_3	ERS18334901	SAMEA115337036	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	3	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_12h_IAA_4SU_3	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_12h_IAA_4SU_3	sequencing assay	ERX12059571	P-MTAB-141159	Nter_12h_IAA_4SU_3_S9_L002_R2_001.fastq.gz	Nter_12h_IAA_4SU_3_S9_L002_R2_001.fastq.gz	ERR12685457	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/057/ERR12685457/ERR12685457_1.fastq.gz	P-MTAB-141921	V. Boehm	Nter_12h_IAA_4SU_3.bam	P-MTAB-141921	V. Boehm	Nter_12h_IAA_4SU_3.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
Nter_12h_IAA_4SU_3	ERS18334901	SAMEA115337036	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	3	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_12h_IAA_4SU_3	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_12h_IAA_4SU_3	sequencing assay	ERX12059571	P-MTAB-141159	Nter_12h_IAA_4SU_3_S9_L002_R1_001.fastq.gz	Nter_12h_IAA_4SU_3_S9_L002_R1_001.fastq.gz	ERR12685457	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/057/ERR12685457/ERR12685457_2.fastq.gz	P-MTAB-141921	V. Boehm	Nter_12h_IAA_4SU_3.bam	P-MTAB-141921	V. Boehm	Nter_12h_IAA_4SU_3.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
Nter_24h_IAA_4SU_1	ERS18334902	SAMEA115337037	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	1	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_24h_IAA_4SU_1	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_24h_IAA_4SU_1	sequencing assay	ERX12059572	P-MTAB-141159	Nter_24h_IAA_4SU_1_S10_L002_R1_001.fastq.gz	Nter_24h_IAA_4SU_1_S10_L002_R1_001.fastq.gz	ERR12685458	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/058/ERR12685458/ERR12685458_1.fastq.gz	P-MTAB-141921	V. Boehm	Nter_24h_IAA_4SU_1.bam	P-MTAB-141921	V. Boehm	Nter_24h_IAA_4SU_1.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
Nter_24h_IAA_4SU_1	ERS18334902	SAMEA115337037	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	1	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_24h_IAA_4SU_1	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_24h_IAA_4SU_1	sequencing assay	ERX12059572	P-MTAB-141159	Nter_24h_IAA_4SU_1_S10_L002_R2_001.fastq.gz	Nter_24h_IAA_4SU_1_S10_L002_R2_001.fastq.gz	ERR12685458	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/058/ERR12685458/ERR12685458_2.fastq.gz	P-MTAB-141921	V. Boehm	Nter_24h_IAA_4SU_1.bam	P-MTAB-141921	V. Boehm	Nter_24h_IAA_4SU_1.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
Nter_24h_IAA_4SU_2	ERS18334903	SAMEA115337038	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	2	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_24h_IAA_4SU_2	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_24h_IAA_4SU_2	sequencing assay	ERX12059573	P-MTAB-141159	Nter_24h_IAA_4SU_2_S11_L002_R1_001.fastq.gz	Nter_24h_IAA_4SU_2_S11_L002_R1_001.fastq.gz	ERR12685459	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/059/ERR12685459/ERR12685459_1.fastq.gz	P-MTAB-141921	V. Boehm	Nter_24h_IAA_4SU_2.bam	P-MTAB-141921	V. Boehm	Nter_24h_IAA_4SU_2.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
Nter_24h_IAA_4SU_2	ERS18334903	SAMEA115337038	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	2	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_24h_IAA_4SU_2	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_24h_IAA_4SU_2	sequencing assay	ERX12059573	P-MTAB-141159	Nter_24h_IAA_4SU_2_S11_L002_R2_001.fastq.gz	Nter_24h_IAA_4SU_2_S11_L002_R2_001.fastq.gz	ERR12685459	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/059/ERR12685459/ERR12685459_2.fastq.gz	P-MTAB-141921	V. Boehm	Nter_24h_IAA_4SU_2.bam	P-MTAB-141921	V. Boehm	Nter_24h_IAA_4SU_2.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
Nter_24h_IAA_4SU_3	ERS18334904	SAMEA115337039	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	3	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_24h_IAA_4SU_3	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_24h_IAA_4SU_3	sequencing assay	ERX12059574	P-MTAB-141159	Nter_24h_IAA_4SU_3_S12_L002_R1_001.fastq.gz	Nter_24h_IAA_4SU_3_S12_L002_R1_001.fastq.gz	ERR12685460	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/060/ERR12685460/ERR12685460_1.fastq.gz	P-MTAB-141921	V. Boehm	Nter_24h_IAA_4SU_3.bam	P-MTAB-141921	V. Boehm	Nter_24h_IAA_4SU_3.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
Nter_24h_IAA_4SU_3	ERS18334904	SAMEA115337039	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064	2	hour	EFO	UO_0000032	3	none	cell	P-MTAB-141156	D. Wallmeroth	P-MTAB-141160	D. Wallmeroth	P-MTAB-141161	D. Wallmeroth	P-MTAB-141157	D. Wallmeroth	P-MTAB-141158	Paul O. Wulf	Nter_24h_IAA_4SU_3	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-141159	AG Landthaler, MDC, Berlin	Nter_24h_IAA_4SU_3	sequencing assay	ERX12059574	P-MTAB-141159	Nter_24h_IAA_4SU_3_S12_L002_R2_001.fastq.gz	Nter_24h_IAA_4SU_3_S12_L002_R2_001.fastq.gz	ERR12685460	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/060/ERR12685460/ERR12685460_2.fastq.gz	P-MTAB-141921	V. Boehm	Nter_24h_IAA_4SU_3.bam	P-MTAB-141921	V. Boehm	Nter_24h_IAA_4SU_3.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032	4-thiouridine (4SU)	200	micromolar	EFO	UO_0000064
