Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[disease]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[genotype]	Characteristics[genetic modification]	Characteristics[replicate]	Characteristics[spike in]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Protocol REF	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Protocol REF	Performer	Derived Array Data File	Factor Value[genotype]	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Term Source REF	Term Accession Number	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number
A006850331_212565	ERS18921420	SAMEA115489593	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212565	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212565	sequencing assay	ERX12247789		A006850331_212565_S119_L000_R2_001.fastq.gz	A006850331_212565_S119_L000_R2_001.fastq.gz	ERR12875353	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/053/ERR12875353/ERR12875353_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212565.bam	P-MTAB-142812	V. Boehm	A006850331_212565.bam.bai	wild type genotype	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212567	ERS18921421	SAMEA115489594	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212567	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212567	sequencing assay	ERX12247790		A006850331_212567_S120_L000_R2_001.fastq.gz	A006850331_212567_S120_L000_R2_001.fastq.gz	ERR12875354	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/054/ERR12875354/ERR12875354_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212567.bam	P-MTAB-142812	V. Boehm	A006850331_212567.bam.bai	wild type genotype	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212567	ERS18921421	SAMEA115489594	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212567	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212567	sequencing assay	ERX12247790		A006850331_212567_S120_L000_R1_001.fastq.gz	A006850331_212567_S120_L000_R1_001.fastq.gz	ERR12875354	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/054/ERR12875354/ERR12875354_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212567.bam	P-MTAB-142812	V. Boehm	A006850331_212567.bam.bai	wild type genotype	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212569	ERS18921422	SAMEA115489595	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212569	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212569	sequencing assay	ERX12247791		A006850331_212569_S121_L000_R1_001.fastq.gz	A006850331_212569_S121_L000_R1_001.fastq.gz	ERR12875355	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/055/ERR12875355/ERR12875355_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212569.bam	P-MTAB-142812	V. Boehm	A006850331_212569.bam.bai	wild type genotype	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212569	ERS18921422	SAMEA115489595	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	wild type genotype	none	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212569	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212569	sequencing assay	ERX12247791		A006850331_212569_S121_L000_R2_001.fastq.gz	A006850331_212569_S121_L000_R2_001.fastq.gz	ERR12875355	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/055/ERR12875355/ERR12875355_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212569.bam	P-MTAB-142812	V. Boehm	A006850331_212569.bam.bai	wild type genotype	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212571	ERS18921423	SAMEA115489596	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-KO-AA-clone B	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212571	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212571	sequencing assay	ERX12247792		A006850331_212571_S122_L000_R1_001.fastq.gz	A006850331_212571_S122_L000_R1_001.fastq.gz	ERR12875356	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/056/ERR12875356/ERR12875356_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212571.bam	P-MTAB-142812	V. Boehm	A006850331_212571.bam.bai	SMG8-KO-AA-clone B	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212571	ERS18921423	SAMEA115489596	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-KO-AA-clone B	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212571	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212571	sequencing assay	ERX12247792		A006850331_212571_S122_L000_R2_001.fastq.gz	A006850331_212571_S122_L000_R2_001.fastq.gz	ERR12875356	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/056/ERR12875356/ERR12875356_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212571.bam	P-MTAB-142812	V. Boehm	A006850331_212571.bam.bai	SMG8-KO-AA-clone B	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212573	ERS18921424	SAMEA115489597	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-KO-AA-clone B	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212573	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212573	sequencing assay	ERX12247793		A006850331_212573_S123_L000_R2_001.fastq.gz	A006850331_212573_S123_L000_R2_001.fastq.gz	ERR12875357	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/057/ERR12875357/ERR12875357_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212573.bam	P-MTAB-142812	V. Boehm	A006850331_212573.bam.bai	SMG8-KO-AA-clone B	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212573	ERS18921424	SAMEA115489597	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-KO-AA-clone B	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212573	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212573	sequencing assay	ERX12247793		A006850331_212573_S123_L000_R1_001.fastq.gz	A006850331_212573_S123_L000_R1_001.fastq.gz	ERR12875357	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/057/ERR12875357/ERR12875357_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212573.bam	P-MTAB-142812	V. Boehm	A006850331_212573.bam.bai	SMG8-KO-AA-clone B	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212575	ERS18921425	SAMEA115489598	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-KO-AA-clone B	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212575	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212575	sequencing assay	ERX12247794		A006850331_212575_S124_L000_R2_001.fastq.gz	A006850331_212575_S124_L000_R2_001.fastq.gz	ERR12875358	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/058/ERR12875358/ERR12875358_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212575.bam	P-MTAB-142812	V. Boehm	A006850331_212575.bam.bai	SMG8-KO-AA-clone B	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212575	ERS18921425	SAMEA115489598	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-KO-AA-clone B	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212575	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212575	sequencing assay	ERX12247794		A006850331_212575_S124_L000_R1_001.fastq.gz	A006850331_212575_S124_L000_R1_001.fastq.gz	ERR12875358	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/058/ERR12875358/ERR12875358_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212575.bam	P-MTAB-142812	V. Boehm	A006850331_212575.bam.bai	SMG8-KO-AA-clone B	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212577	ERS18921426	SAMEA115489599	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212577	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212577	sequencing assay	ERX12247795		A006850331_212577_S125_L000_R1_001.fastq.gz	A006850331_212577_S125_L000_R1_001.fastq.gz	ERR12875359	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/059/ERR12875359/ERR12875359_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212577.bam	P-MTAB-142812	V. Boehm	A006850331_212577.bam.bai	SMG9-KO-chop94-A	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212577	ERS18921426	SAMEA115489599	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212577	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212577	sequencing assay	ERX12247795		A006850331_212577_S125_L000_R2_001.fastq.gz	A006850331_212577_S125_L000_R2_001.fastq.gz	ERR12875359	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/059/ERR12875359/ERR12875359_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212577.bam	P-MTAB-142812	V. Boehm	A006850331_212577.bam.bai	SMG9-KO-chop94-A	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212579	ERS18921427	SAMEA115489600	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212579	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212579	sequencing assay	ERX12247796		A006850331_212579_S126_L000_R1_001.fastq.gz	A006850331_212579_S126_L000_R1_001.fastq.gz	ERR12875360	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/060/ERR12875360/ERR12875360_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212579.bam	P-MTAB-142812	V. Boehm	A006850331_212579.bam.bai	SMG9-KO-chop94-A	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212579	ERS18921427	SAMEA115489600	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212579	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212579	sequencing assay	ERX12247796		A006850331_212579_S126_L000_R2_001.fastq.gz	A006850331_212579_S126_L000_R2_001.fastq.gz	ERR12875360	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/060/ERR12875360/ERR12875360_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212579.bam	P-MTAB-142812	V. Boehm	A006850331_212579.bam.bai	SMG9-KO-chop94-A	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212581	ERS18921428	SAMEA115489601	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212581	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212581	sequencing assay	ERX12247797		A006850331_212581_S127_L000_R2_001.fastq.gz	A006850331_212581_S127_L000_R2_001.fastq.gz	ERR12875361	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/061/ERR12875361/ERR12875361_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212581.bam	P-MTAB-142812	V. Boehm	A006850331_212581.bam.bai	SMG9-KO-chop94-A	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212581	ERS18921428	SAMEA115489601	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG9-KO-chop94-A	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212581	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212581	sequencing assay	ERX12247797		A006850331_212581_S127_L000_R1_001.fastq.gz	A006850331_212581_S127_L000_R1_001.fastq.gz	ERR12875361	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/061/ERR12875361/ERR12875361_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212581.bam	P-MTAB-142812	V. Boehm	A006850331_212581.bam.bai	SMG9-KO-chop94-A	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212583	ERS18921429	SAMEA115489602	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212583	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212583	sequencing assay	ERX12247798		A006850331_212583_S128_L000_R1_001.fastq.gz	A006850331_212583_S128_L000_R1_001.fastq.gz	ERR12875362	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/062/ERR12875362/ERR12875362_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212583.bam	P-MTAB-142812	V. Boehm	A006850331_212583.bam.bai	SMG8-delKID Clone 105	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212583	ERS18921429	SAMEA115489602	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	1	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212583	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212583	sequencing assay	ERX12247798		A006850331_212583_S128_L000_R2_001.fastq.gz	A006850331_212583_S128_L000_R2_001.fastq.gz	ERR12875362	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/062/ERR12875362/ERR12875362_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212583.bam	P-MTAB-142812	V. Boehm	A006850331_212583.bam.bai	SMG8-delKID Clone 105	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212585	ERS18921430	SAMEA115489603	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212585	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212585	sequencing assay	ERX12247799		A006850331_212585_S129_L000_R1_001.fastq.gz	A006850331_212585_S129_L000_R1_001.fastq.gz	ERR12875363	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/063/ERR12875363/ERR12875363_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212585.bam	P-MTAB-142812	V. Boehm	A006850331_212585.bam.bai	SMG8-delKID Clone 105	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212585	ERS18921430	SAMEA115489603	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	2	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212585	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212585	sequencing assay	ERX12247799		A006850331_212585_S129_L000_R2_001.fastq.gz	A006850331_212585_S129_L000_R2_001.fastq.gz	ERR12875363	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/063/ERR12875363/ERR12875363_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212585.bam	P-MTAB-142812	V. Boehm	A006850331_212585.bam.bai	SMG8-delKID Clone 105	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212587	ERS18921431	SAMEA115489604	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212587	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212587	sequencing assay	ERX12247800		A006850331_212587_S130_L000_R1_001.fastq.gz	A006850331_212587_S130_L000_R1_001.fastq.gz	ERR12875364	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/064/ERR12875364/ERR12875364_1.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212587.bam	P-MTAB-142812	V. Boehm	A006850331_212587.bam.bai	SMG8-delKID Clone 105	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
A006850331_212587	ERS18921431	SAMEA115489604	Homo sapiens	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	HCT116	SMG8-delKID Clone 105	CRISPR/Cas9	3	ERCC	RNA	P-MTAB-142806	S. Kückelmann	P-MTAB-142810	S. Kückelmann	P-MTAB-142811	S. Kückelmann	P-MTAB-142807	S. Kückelmann	P-MTAB-142808	Cologne Center for Genomics (CCG)	A006850331_212587	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-142809	Cologne Center for Genomics (CCG)	A006850331_212587	sequencing assay	ERX12247800		A006850331_212587_S130_L000_R2_001.fastq.gz	A006850331_212587_S130_L000_R2_001.fastq.gz	ERR12875364	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR128/064/ERR12875364/ERR12875364_2.fastq.gz	P-MTAB-142812	V. Boehm	A006850331_212587.bam	P-MTAB-142812	V. Boehm	A006850331_212587.bam.bai	SMG8-delKID Clone 105	SMG1i	1	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
