Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[genotype]	Material Type	Description	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[genotype]	Factor Value[RNA interference]
106042	ERS3917164	SAMEA6116904	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106042	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106042	sequencing assay	ERX3613469	A006200038_106042_S7_L002_R1_001.fastq.gz	A006200038_106042_S7_L002_R1_001.fastq.gz	ERR3618037	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/007/ERR3618037/ERR3618037_1.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106042	ERS3917164	SAMEA6116904	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106042	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106042	sequencing assay	ERX3613469	A006200038_106042_S7_L002_R2_001.fastq.gz	A006200038_106042_S7_L002_R2_001.fastq.gz	ERR3618037	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/007/ERR3618037/ERR3618037_2.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106042	ERS3917164	SAMEA6116904	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106042	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106042	sequencing assay	ERX3613469	A006850026_106042_S7_L003_R1_001.fastq.gz	A006850026_106042_S7_L003_R1_001.fastq.gz	ERR3618038	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/008/ERR3618038/ERR3618038_1.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106042	ERS3917164	SAMEA6116904	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106042	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106042	sequencing assay	ERX3613469	A006850026_106042_S7_L003_R2_001.fastq.gz	A006850026_106042_S7_L003_R2_001.fastq.gz	ERR3618038	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/008/ERR3618038/ERR3618038_2.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106042	ERS3917164	SAMEA6116904	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106042	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106042	sequencing assay	ERX3613469	A006850026_106042_S7_L004_R1_001.fastq.gz	A006850026_106042_S7_L004_R1_001.fastq.gz	ERR3618039	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/009/ERR3618039/ERR3618039_1.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106042	ERS3917164	SAMEA6116904	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106042	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106042	sequencing assay	ERX3613469	A006850026_106042_S7_L004_R2_001.fastq.gz	A006850026_106042_S7_L004_R2_001.fastq.gz	ERR3618039	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/009/ERR3618039/ERR3618039_2.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106044	ERS3917165	SAMEA6116905	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106044	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106044	sequencing assay	ERX3613470	A006200038_106044_S8_L001_R1_001.fastq.gz	A006200038_106044_S8_L001_R1_001.fastq.gz	ERR3618040	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/000/ERR3618040/ERR3618040_1.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106044	ERS3917165	SAMEA6116905	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106044	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106044	sequencing assay	ERX3613470	A006200038_106044_S8_L001_R2_001.fastq.gz	A006200038_106044_S8_L001_R2_001.fastq.gz	ERR3618040	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/000/ERR3618040/ERR3618040_2.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106044	ERS3917165	SAMEA6116905	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106044	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106044	sequencing assay	ERX3613470	A006200038_106044_S8_L002_R1_001.fastq.gz	A006200038_106044_S8_L002_R1_001.fastq.gz	ERR3618041	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/001/ERR3618041/ERR3618041_1.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106044	ERS3917165	SAMEA6116905	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106044	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106044	sequencing assay	ERX3613470	A006200038_106044_S8_L002_R2_001.fastq.gz	A006200038_106044_S8_L002_R2_001.fastq.gz	ERR3618041	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/001/ERR3618041/ERR3618041_2.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106044	ERS3917165	SAMEA6116905	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106044	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106044	sequencing assay	ERX3613470	A006850026_106044_S8_L003_R1_001.fastq.gz	A006850026_106044_S8_L003_R1_001.fastq.gz	ERR3618042	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/002/ERR3618042/ERR3618042_1.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106044	ERS3917165	SAMEA6116905	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106044	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106044	sequencing assay	ERX3613470	A006850026_106044_S8_L003_R2_001.fastq.gz	A006850026_106044_S8_L003_R2_001.fastq.gz	ERR3618042	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/002/ERR3618042/ERR3618042_2.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106044	ERS3917165	SAMEA6116905	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106044	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106044	sequencing assay	ERX3613470	A006850026_106044_S8_L004_R1_001.fastq.gz	A006850026_106044_S8_L004_R1_001.fastq.gz	ERR3618043	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/003/ERR3618043/ERR3618043_1.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106044	ERS3917165	SAMEA6116905	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC2	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106044	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106044	sequencing assay	ERX3613470	A006850026_106044_S8_L004_R2_001.fastq.gz	A006850026_106044_S8_L004_R2_001.fastq.gz	ERR3618043	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/003/ERR3618043/ERR3618043_2.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106046	ERS3917166	SAMEA6116906	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106046	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106046	sequencing assay	ERX3613471	A006200038_106046_S9_L001_R1_001.fastq.gz	A006200038_106046_S9_L001_R1_001.fastq.gz	ERR3618044	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/004/ERR3618044/ERR3618044_1.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106046	ERS3917166	SAMEA6116906	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106046	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106046	sequencing assay	ERX3613471	A006200038_106046_S9_L001_R2_001.fastq.gz	A006200038_106046_S9_L001_R2_001.fastq.gz	ERR3618044	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/004/ERR3618044/ERR3618044_2.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106046	ERS3917166	SAMEA6116906	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106046	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106046	sequencing assay	ERX3613471	A006200038_106046_S9_L002_R1_001.fastq.gz	A006200038_106046_S9_L002_R1_001.fastq.gz	ERR3618045	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/005/ERR3618045/ERR3618045_1.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106046	ERS3917166	SAMEA6116906	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106046	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106046	sequencing assay	ERX3613471	A006200038_106046_S9_L002_R2_001.fastq.gz	A006200038_106046_S9_L002_R2_001.fastq.gz	ERR3618045	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/005/ERR3618045/ERR3618045_2.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106046	ERS3917166	SAMEA6116906	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106046	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106046	sequencing assay	ERX3613471	A006850026_106046_S9_L003_R1_001.fastq.gz	A006850026_106046_S9_L003_R1_001.fastq.gz	ERR3618046	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/006/ERR3618046/ERR3618046_1.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106046	ERS3917166	SAMEA6116906	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106046	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106046	sequencing assay	ERX3613471	A006850026_106046_S9_L003_R2_001.fastq.gz	A006850026_106046_S9_L003_R2_001.fastq.gz	ERR3618046	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/006/ERR3618046/ERR3618046_2.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106046	ERS3917166	SAMEA6116906	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106046	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106046	sequencing assay	ERX3613471	A006850026_106046_S9_L004_R1_001.fastq.gz	A006850026_106046_S9_L004_R1_001.fastq.gz	ERR3618047	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/007/ERR3618047/ERR3618047_1.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106046	ERS3917166	SAMEA6116906	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (H)	cell	HC3	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106046	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106046	sequencing assay	ERX3613471	A006850026_106046_S9_L004_R2_001.fastq.gz	A006850026_106046_S9_L004_R2_001.fastq.gz	ERR3618047	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/007/ERR3618047/ERR3618047_2.fastq.gz	CASC3 knockout (H)	Casc3 siRNA
106048	ERS3917167	SAMEA6116907	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (T)	cell	T1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106048	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106048	sequencing assay	ERX3613472	A006200038_106048_S10_L001_R1_001.fastq.gz	A006200038_106048_S10_L001_R1_001.fastq.gz	ERR3618048	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/008/ERR3618048/ERR3618048_1.fastq.gz	CASC3 knockout (T)	Luc siRNA
106048	ERS3917167	SAMEA6116907	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (T)	cell	T1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106048	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106048	sequencing assay	ERX3613472	A006200038_106048_S10_L001_R2_001.fastq.gz	A006200038_106048_S10_L001_R2_001.fastq.gz	ERR3618048	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/008/ERR3618048/ERR3618048_2.fastq.gz	CASC3 knockout (T)	Luc siRNA
106048	ERS3917167	SAMEA6116907	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (T)	cell	T1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106048	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106048	sequencing assay	ERX3613472	A006200038_106048_S10_L002_R1_001.fastq.gz	A006200038_106048_S10_L002_R1_001.fastq.gz	ERR3618049	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/009/ERR3618049/ERR3618049_1.fastq.gz	CASC3 knockout (T)	Luc siRNA
106048	ERS3917167	SAMEA6116907	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (T)	cell	T1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106048	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106048	sequencing assay	ERX3613472	A006200038_106048_S10_L002_R2_001.fastq.gz	A006200038_106048_S10_L002_R2_001.fastq.gz	ERR3618049	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/009/ERR3618049/ERR3618049_2.fastq.gz	CASC3 knockout (T)	Luc siRNA
106048	ERS3917167	SAMEA6116907	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (T)	cell	T1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106048	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106048	sequencing assay	ERX3613472	A006850026_106048_S10_L003_R1_001.fastq.gz	A006850026_106048_S10_L003_R1_001.fastq.gz	ERR3618050	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/000/ERR3618050/ERR3618050_1.fastq.gz	CASC3 knockout (T)	Luc siRNA
106048	ERS3917167	SAMEA6116907	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (T)	cell	T1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106048	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106048	sequencing assay	ERX3613472	A006850026_106048_S10_L003_R2_001.fastq.gz	A006850026_106048_S10_L003_R2_001.fastq.gz	ERR3618050	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/000/ERR3618050/ERR3618050_2.fastq.gz	CASC3 knockout (T)	Luc siRNA
106048	ERS3917167	SAMEA6116907	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (T)	cell	T1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106048	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106048	sequencing assay	ERX3613472	A006850026_106048_S10_L004_R1_001.fastq.gz	A006850026_106048_S10_L004_R1_001.fastq.gz	ERR3618051	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/001/ERR3618051/ERR3618051_1.fastq.gz	CASC3 knockout (T)	Luc siRNA
106048	ERS3917167	SAMEA6116907	Homo sapiens	Flp-In-T-REx-293	CASC3 knockout (T)	cell	T1	P-MTAB-90678	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90679	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	P-MTAB-90680	Gehring lab - Institute for Genetics, University of Cologne, 50674 Cologne, Germany	106048	PAIRED	Inverse rRNA selection	TRANSCRIPTOMIC	first strand	ssRNA-seq	230	185	P-MTAB-90681	Cologne Center for Genomics (CCG), University of Cologne, 50931 Cologne, Germany	106048	sequencing assay	ERX3613472	A006850026_106048_S10_L004_R2_001.fastq.gz	A006850026_106048_S10_L004_R2_001.fastq.gz	ERR3618051	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR361/001/ERR3618051/ERR3618051_2.fastq.gz	CASC3 knockout (T)	Luc siRNA
