GSE_ID	Sample_ID	evidence_type	field_raw	value
GSE109143	GSM2933040	explicit_nmd_term	GSE_Title	hnRNP L protects mRNAs from nonsense-mediated mRNA decay
GSE109143	GSM2933040	nmd_target	sirna	treated with UPF1 siRNA
GSE109143	GSM2933040	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE109143	GSM2933040	perturbation_mechanism	treatment_protocol_ch1	Transient depletion for 72 hours by reverse transfection.
GSE109143	GSM2933040	perturbation_mechanism	sirna	treated with UPF1 siRNA
GSE109143	GSM2933040	tissue_field	source_name_ch1	HEK-293TO cells
GSE109143	GSM2933040	tissue_field	cell.line	HEK-293
GSE109143	GSM2933041	explicit_nmd_term	GSE_Title	hnRNP L protects mRNAs from nonsense-mediated mRNA decay
GSE109143	GSM2933041	nmd_target	sirna	treated with UPF1 siRNA
GSE109143	GSM2933041	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE109143	GSM2933041	perturbation_mechanism	treatment_protocol_ch1	Transient depletion for 72 hours by reverse transfection.
GSE109143	GSM2933041	perturbation_mechanism	sirna	treated with UPF1 siRNA
GSE109143	GSM2933041	tissue_field	source_name_ch1	HEK-293TO cells
GSE109143	GSM2933041	tissue_field	cell.line	HEK-293
GSE109143	GSM2933042	explicit_nmd_term	GSE_Title	hnRNP L protects mRNAs from nonsense-mediated mRNA decay
GSE109143	GSM2933042	nmd_target	sirna	treated with hnRNP L and UPF1 siRNAs
GSE109143	GSM2933042	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE109143	GSM2933042	perturbation_mechanism	treatment_protocol_ch1	Transient depletion for 72 hours by reverse transfection.
GSE109143	GSM2933042	perturbation_mechanism	sirna	treated with hnRNP L and UPF1 siRNAs
GSE109143	GSM2933042	tissue_field	source_name_ch1	HEK-293TO cells
GSE109143	GSM2933042	tissue_field	cell.line	HEK-293
GSE109143	GSM2933043	explicit_nmd_term	GSE_Title	hnRNP L protects mRNAs from nonsense-mediated mRNA decay
GSE109143	GSM2933043	nmd_target	sirna	treated with hnRNP L and UPF1 siRNAs
GSE109143	GSM2933043	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE109143	GSM2933043	perturbation_mechanism	treatment_protocol_ch1	Transient depletion for 72 hours by reverse transfection.
GSE109143	GSM2933043	perturbation_mechanism	sirna	treated with hnRNP L and UPF1 siRNAs
GSE109143	GSM2933043	tissue_field	source_name_ch1	HEK-293TO cells
GSE109143	GSM2933043	tissue_field	cell.line	HEK-293
GSE109143	GSM2933044	explicit_nmd_term	GSE_Title	hnRNP L protects mRNAs from nonsense-mediated mRNA decay
GSE109143	GSM2933044	nmd_target	sirna	treated with hnRNP L and UPF1 siRNAs
GSE109143	GSM2933044	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE109143	GSM2933044	perturbation_mechanism	treatment_protocol_ch1	Transient depletion for 72 hours by reverse transfection.
GSE109143	GSM2933044	perturbation_mechanism	sirna	treated with hnRNP L and UPF1 siRNAs
GSE109143	GSM2933044	tissue_field	source_name_ch1	HEK-293TO cells
GSE109143	GSM2933044	tissue_field	cell.line	HEK-293
GSE12928	GSM322176	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM322176	tissue_field	source_name_ch1	Gastric cancer cell line
GSE12928	GSM322176	tissue_field	source_name_ch2	Pooled DNA from the blood of 18 normal individuals
GSE12928	GSM322179	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM322179	tissue_field	source_name_ch1	Gastric cancer cell line
GSE12928	GSM322179	tissue_field	source_name_ch2	Pooled DNA from the blood of 18 normal individuals
GSE12928	GSM322560	control_term	characteristics_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM322560	control_term	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM322560	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM322560	nmd_target	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM322560	perturbation_mechanism	characteristics_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM322560	perturbation_mechanism	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM322560	perturbation_mechanism	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM322560	tissue_field	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM322560	tissue_field	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324257	control_term	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324257	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM324257	nmd_target	characteristics_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324257	nmd_target	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324257	perturbation_mechanism	characteristics_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324257	perturbation_mechanism	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324257	perturbation_mechanism	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324257	tissue_field	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324257	tissue_field	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324258	control_term	characteristics_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324258	control_term	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324258	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM324258	nmd_target	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324258	perturbation_mechanism	characteristics_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324258	perturbation_mechanism	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324258	perturbation_mechanism	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324258	tissue_field	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324258	tissue_field	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324259	control_term	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324259	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM324259	nmd_target	characteristics_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324259	nmd_target	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324259	perturbation_mechanism	characteristics_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324259	perturbation_mechanism	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324259	perturbation_mechanism	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324259	tissue_field	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324259	tissue_field	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324260	control_term	characteristics_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324260	control_term	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324260	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM324260	nmd_target	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324260	perturbation_mechanism	characteristics_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324260	perturbation_mechanism	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324260	perturbation_mechanism	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324260	tissue_field	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324260	tissue_field	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324261	control_term	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324261	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM324261	nmd_target	characteristics_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324261	nmd_target	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324261	perturbation_mechanism	characteristics_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324261	perturbation_mechanism	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324261	perturbation_mechanism	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324261	tissue_field	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324261	tissue_field	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324262	control_term	characteristics_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324262	control_term	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324262	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM324262	nmd_target	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324262	perturbation_mechanism	characteristics_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324262	perturbation_mechanism	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324262	perturbation_mechanism	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324262	tissue_field	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324262	tissue_field	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324263	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM324263	nmd_target	characteristics_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324263	nmd_target	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324263	perturbation_mechanism	characteristics_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324263	perturbation_mechanism	source_name_ch1	Gastric cell line treated with cotrol siRNA
GSE12928	GSM324263	perturbation_mechanism	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324263	tissue_field	source_name_ch1	Gastric cell line treated with cotrol siRNA
GSE12928	GSM324263	tissue_field	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324265	control_term	characteristics_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324265	control_term	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324265	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM324265	nmd_target	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324265	perturbation_mechanism	characteristics_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324265	perturbation_mechanism	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324265	perturbation_mechanism	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324265	tissue_field	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324265	tissue_field	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324267	control_term	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324267	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM324267	nmd_target	characteristics_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324267	nmd_target	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324267	perturbation_mechanism	characteristics_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324267	perturbation_mechanism	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324267	perturbation_mechanism	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324267	tissue_field	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324267	tissue_field	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324268	control_term	characteristics_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324268	control_term	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324268	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM324268	nmd_target	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324268	perturbation_mechanism	characteristics_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324268	perturbation_mechanism	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324268	perturbation_mechanism	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324268	tissue_field	source_name_ch1	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324268	tissue_field	source_name_ch2	Gastric cell line treated with control siRNA
GSE12928	GSM324269	control_term	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324269	explicit_nmd_term	GSE_Title	NMD inhibition fails to identify tumour suppressor genes in microsatellite stable gastric cancer cell lines
GSE12928	GSM324269	nmd_target	characteristics_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324269	nmd_target	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324269	perturbation_mechanism	characteristics_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324269	perturbation_mechanism	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324269	perturbation_mechanism	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE12928	GSM324269	tissue_field	source_name_ch1	Gastric cell line treated with control siRNA
GSE12928	GSM324269	tissue_field	source_name_ch2	Gastric cell line treated with siRNA UPF-1
GSE134059	GSM3935778	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935778	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935778	tissue_field	source_name_ch1	HEK-293 Trex_UPF1_isoform_1_total
GSE134059	GSM3935778	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935779	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935779	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935779	tissue_field	source_name_ch1	HEK-293 Trex_UPF1_isoform_1_total
GSE134059	GSM3935779	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935780	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935780	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935780	tissue_field	source_name_ch1	HEK-293 Trex_UPF1_isoform_1_total
GSE134059	GSM3935780	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935781	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935781	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935781	tissue_field	source_name_ch1	HEK-293 Trex_UPF1_isoform_2_total
GSE134059	GSM3935781	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935782	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935782	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935782	tissue_field	source_name_ch1	HEK-293 Trex_UPF1_isoform_2_total
GSE134059	GSM3935782	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935783	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935783	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935783	tissue_field	source_name_ch1	HEK-293 Trex_UPF1_isoform_2_total
GSE134059	GSM3935783	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935784	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935784	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935784	tissue_field	source_name_ch1	HEK-293 Trex_GFP_total
GSE134059	GSM3935784	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935785	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935785	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935785	tissue_field	source_name_ch1	HEK-293 Trex_GFP_total
GSE134059	GSM3935785	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935786	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935786	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935786	tissue_field	source_name_ch1	HEK-293 Trex_GFP_total
GSE134059	GSM3935786	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935787	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935787	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935787	tissue_field	source_name_ch1	HEK-293 Trex_UPF1_isoform_1_RIP-seq
GSE134059	GSM3935787	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935788	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935788	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935788	tissue_field	source_name_ch1	HEK-293 Trex_UPF1_isoform_1_RIP-seq
GSE134059	GSM3935788	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935789	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935789	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935789	tissue_field	source_name_ch1	HEK-293 Trex_UPF1_isoform_1_RIP-seq
GSE134059	GSM3935789	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935790	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935790	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935790	tissue_field	source_name_ch1	HEK-293 Trex_UPF1_isoform_2_RIP-seq
GSE134059	GSM3935790	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935791	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935791	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935791	tissue_field	source_name_ch1	HEK-293 Trex_UPF1_isoform_2_RIP-seq
GSE134059	GSM3935791	tissue_field	cell.line	HEK-293 Trex cells
GSE134059	GSM3935792	nmd_target	GSE_Title	UPF1 regulatory loop variant RNA-Seq and RIP-Seq
GSE134059	GSM3935792	perturbation_mechanism	extract_protocol_ch12	One μg of total RNA was used per sample for library preparation. Ribosomal RNA was depleted from total RNA with the Ribo-Zero rRNA Removal Kit (Epicentre), and purified RNA was then converted to cDNA with the TruSeq RNA Library Preparation Kit (Illumina).
GSE134059	GSM3935792	tissue_field	source_name_ch1	HEK-293 Trex_UPF1_isoform_2_RIP-seq
GSE134059	GSM3935792	tissue_field	cell.line	HEK-293 Trex cells
GSE152435	GSM4615575	explicit_nmd_term	GSE_Title	Identification of total gene expression changes due to a Nonsense-Mediated Decay pathway at the Endoplasmic Reticulum
GSE152435	GSM4615575	nmd_target	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615575	perturbation_mechanism	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615575	perturbation_mechanism	knockdown	siScr control
GSE152435	GSM4615575	tissue_field	source_name_ch1	HeLa cells
GSE152435	GSM4615575	tissue_field	cell.line	HeLa
GSE152435	GSM4615576	explicit_nmd_term	GSE_Title	Identification of total gene expression changes due to a Nonsense-Mediated Decay pathway at the Endoplasmic Reticulum
GSE152435	GSM4615576	nmd_target	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615576	perturbation_mechanism	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615576	perturbation_mechanism	knockdown	siScr control
GSE152435	GSM4615576	tissue_field	source_name_ch1	HeLa cells
GSE152435	GSM4615576	tissue_field	cell.line	HeLa
GSE152435	GSM4615577	explicit_nmd_term	GSE_Title	Identification of total gene expression changes due to a Nonsense-Mediated Decay pathway at the Endoplasmic Reticulum
GSE152435	GSM4615577	nmd_target	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615577	perturbation_mechanism	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615577	perturbation_mechanism	knockdown	siScr control
GSE152435	GSM4615577	tissue_field	source_name_ch1	HeLa cells
GSE152435	GSM4615577	tissue_field	cell.line	HeLa
GSE152435	GSM4615578	explicit_nmd_term	GSE_Title	Identification of total gene expression changes due to a Nonsense-Mediated Decay pathway at the Endoplasmic Reticulum
GSE152435	GSM4615578	nmd_target	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615578	perturbation_mechanism	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615578	perturbation_mechanism	knockdown	siScr control
GSE152435	GSM4615578	tissue_field	source_name_ch1	HeLa cells
GSE152435	GSM4615578	tissue_field	cell.line	HeLa
GSE152435	GSM4615579	explicit_nmd_term	GSE_Title	Identification of total gene expression changes due to a Nonsense-Mediated Decay pathway at the Endoplasmic Reticulum
GSE152435	GSM4615579	nmd_target	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615579	perturbation_mechanism	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615579	perturbation_mechanism	knockdown	siScr control
GSE152435	GSM4615579	tissue_field	source_name_ch1	HeLa cells
GSE152435	GSM4615579	tissue_field	cell.line	HeLa
GSE152435	GSM4615580	explicit_nmd_term	GSE_Title	Identification of total gene expression changes due to a Nonsense-Mediated Decay pathway at the Endoplasmic Reticulum
GSE152435	GSM4615580	nmd_target	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615580	perturbation_mechanism	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615580	perturbation_mechanism	knockdown	siUPF1
GSE152435	GSM4615580	tissue_field	source_name_ch1	HeLa cells
GSE152435	GSM4615580	tissue_field	cell.line	HeLa
GSE152435	GSM4615581	explicit_nmd_term	GSE_Title	Identification of total gene expression changes due to a Nonsense-Mediated Decay pathway at the Endoplasmic Reticulum
GSE152435	GSM4615581	nmd_target	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615581	perturbation_mechanism	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
GSE152435	GSM4615581	perturbation_mechanism	knockdown	siUPF2
GSE152435	GSM4615581	tissue_field	source_name_ch1	HeLa cells
GSE152435	GSM4615581	tissue_field	cell.line	HeLa
GSE152435	GSM4615582	explicit_nmd_term	GSE_Title	Identification of total gene expression changes due to a Nonsense-Mediated Decay pathway at the Endoplasmic Reticulum
GSE152435	GSM4615582	nmd_target	treatment_protocol_ch1	samples were double depleted with siRNA pool against UPF1 or NBAS, or si-scr control
