GSE_ID	Sample_ID	evidence_type	field_raw	value
GSE204985	GSM6203740	perturbation_mechanism	treatment	DHX34-kd
GSE204985	GSM6203740	tissue_field	source_name_ch1	K652
GSE204985	GSM6203740	tissue_field	cell.line	K652
GSE204985	GSM6203740	tissue_field	cell.type	immortalised myelogenous leukemia cell line
GSE204985	GSM6203741	explicit_nmd_term	GSE_Title	A dual role for the RNA helicase DHX34 in NMD and pre-mRNA splicing and its role in familial AML/MDS (RNA-Seq II)
GSE204985	GSM6203741	nmd_target	description	DHX34-2
GSE204985	GSM6203741	nmd_target	title	K562 DHX34-2
GSE204985	GSM6203741	nmd_target	GSE_Title	A dual role for the RNA helicase DHX34 in NMD and pre-mRNA splicing and its role in familial AML/MDS (RNA-Seq II)
GSE204985	GSM6203741	nmd_target	treatment	DHX34-kd
GSE204985	GSM6203741	perturbation_mechanism	treatment_protocol_ch1	siRNA transfection, harvest 4 days post transfection
GSE204985	GSM6203741	perturbation_mechanism	treatment	DHX34-kd
GSE204985	GSM6203741	tissue_field	source_name_ch1	K652
GSE204985	GSM6203741	tissue_field	cell.line	K652
GSE204985	GSM6203741	tissue_field	cell.type	immortalised myelogenous leukemia cell line
GSE204985	GSM6203742	explicit_nmd_term	GSE_Title	A dual role for the RNA helicase DHX34 in NMD and pre-mRNA splicing and its role in familial AML/MDS (RNA-Seq II)
GSE204985	GSM6203742	nmd_target	description	DHX34-3
GSE204985	GSM6203742	nmd_target	title	K562 DHX34-3
GSE204985	GSM6203742	nmd_target	GSE_Title	A dual role for the RNA helicase DHX34 in NMD and pre-mRNA splicing and its role in familial AML/MDS (RNA-Seq II)
GSE204985	GSM6203742	nmd_target	treatment	DHX34-kd
GSE204985	GSM6203742	perturbation_mechanism	treatment_protocol_ch1	siRNA transfection, harvest 4 days post transfection
GSE204985	GSM6203742	perturbation_mechanism	treatment	DHX34-kd
GSE204985	GSM6203742	tissue_field	source_name_ch1	K652
GSE204985	GSM6203742	tissue_field	cell.line	K652
GSE204985	GSM6203742	tissue_field	cell.type	immortalised myelogenous leukemia cell line
GSE204985	GSM6203743	explicit_nmd_term	GSE_Title	A dual role for the RNA helicase DHX34 in NMD and pre-mRNA splicing and its role in familial AML/MDS (RNA-Seq II)
GSE204985	GSM6203743	nmd_target	description	UPF1-1
GSE204985	GSM6203743	nmd_target	title	K562 UPF1-1
GSE204985	GSM6203743	nmd_target	GSE_Title	A dual role for the RNA helicase DHX34 in NMD and pre-mRNA splicing and its role in familial AML/MDS (RNA-Seq II)
GSE204985	GSM6203743	nmd_target	treatment	UPF1-kd
GSE204985	GSM6203743	perturbation_mechanism	treatment_protocol_ch1	siRNA transfection, harvest 4 days post transfection
GSE204985	GSM6203743	perturbation_mechanism	treatment	UPF1-kd
GSE204985	GSM6203743	tissue_field	source_name_ch1	K652
GSE204985	GSM6203743	tissue_field	cell.line	K652
GSE204985	GSM6203743	tissue_field	cell.type	immortalised myelogenous leukemia cell line
GSE204985	GSM6203744	explicit_nmd_term	GSE_Title	A dual role for the RNA helicase DHX34 in NMD and pre-mRNA splicing and its role in familial AML/MDS (RNA-Seq II)
GSE204985	GSM6203744	nmd_target	description	UPF1-2
GSE204985	GSM6203744	nmd_target	title	K562 UPF1-2
GSE204985	GSM6203744	nmd_target	GSE_Title	A dual role for the RNA helicase DHX34 in NMD and pre-mRNA splicing and its role in familial AML/MDS (RNA-Seq II)
GSE204985	GSM6203744	nmd_target	treatment	UPF1-kd
GSE204985	GSM6203744	perturbation_mechanism	treatment_protocol_ch1	siRNA transfection, harvest 4 days post transfection
GSE204985	GSM6203744	perturbation_mechanism	treatment	UPF1-kd
GSE204985	GSM6203744	tissue_field	source_name_ch1	K652
GSE204985	GSM6203744	tissue_field	cell.line	K652
GSE204985	GSM6203744	tissue_field	cell.type	immortalised myelogenous leukemia cell line
GSE204985	GSM6203745	explicit_nmd_term	GSE_Title	A dual role for the RNA helicase DHX34 in NMD and pre-mRNA splicing and its role in familial AML/MDS (RNA-Seq II)
GSE204985	GSM6203745	nmd_target	description	UPF1-3
GSE204985	GSM6203745	nmd_target	title	K562 UPF1-3
GSE204985	GSM6203745	nmd_target	GSE_Title	A dual role for the RNA helicase DHX34 in NMD and pre-mRNA splicing and its role in familial AML/MDS (RNA-Seq II)
GSE204985	GSM6203745	nmd_target	treatment	UPF1-kd
GSE204985	GSM6203745	perturbation_mechanism	treatment_protocol_ch1	siRNA transfection, harvest 4 days post transfection
GSE204985	GSM6203745	perturbation_mechanism	treatment	UPF1-kd
GSE204985	GSM6203745	tissue_field	source_name_ch1	K652
GSE204985	GSM6203745	tissue_field	cell.line	K652
GSE204985	GSM6203745	tissue_field	cell.type	immortalised myelogenous leukemia cell line
GSE232185	GSM7317567	explicit_nmd_term	GSE_Title	Inhibition of nonsense-mediated mRNA decay reduces the tumorigenicity of human fibrosarcoma cells
GSE232185	GSM7317567	perturbation_mechanism	extract_protocol_ch12	Libraries were prepared with the Illumina TruSeq Stranded Total RNA library kit, including rRNA depletion.
GSE232185	GSM7317567	perturbation_mechanism	growth_protocol_ch1	HT1080, SMG7KO and RESCUE cells were maintained in DMEM supplemented with 10% fetal calf serum (FCS) and antibiotics in humidified atmosphere with 5% CO2 at 37 °C
GSE232185	GSM7317567	perturbation_mechanism	GSE_Title	Inhibition of nonsense-mediated mRNA decay reduces the tumorigenicity of human fibrosarcoma cells
GSE232185	GSM7317567	tissue_field	source_name_ch1	xenograft subcutaneous tumor
GSE232185	GSM7317567	tissue_field	tissue	xenograft subcutaneous tumor
GSE232185	GSM7317567	tissue_field	cell.line	HT1080_SMG7KO
GSE232185	GSM7317567	tissue_field	cell.type	fibrosarcoma
GSE232185	GSM7317568	explicit_nmd_term	GSE_Title	Inhibition of nonsense-mediated mRNA decay reduces the tumorigenicity of human fibrosarcoma cells
GSE232185	GSM7317568	perturbation_mechanism	extract_protocol_ch12	Libraries were prepared with the Illumina TruSeq Stranded Total RNA library kit, including rRNA depletion.
GSE232185	GSM7317568	perturbation_mechanism	growth_protocol_ch1	HT1080, SMG7KO and RESCUE cells were maintained in DMEM supplemented with 10% fetal calf serum (FCS) and antibiotics in humidified atmosphere with 5% CO2 at 37 °C
GSE232185	GSM7317568	perturbation_mechanism	GSE_Title	Inhibition of nonsense-mediated mRNA decay reduces the tumorigenicity of human fibrosarcoma cells
GSE232185	GSM7317568	tissue_field	source_name_ch1	xenograft subcutaneous tumor
GSE232185	GSM7317568	tissue_field	tissue	xenograft subcutaneous tumor
GSE232185	GSM7317568	tissue_field	cell.line	HT1080_SMG7KO
GSE232185	GSM7317568	tissue_field	cell.type	fibrosarcoma
GSE232185	GSM7317569	explicit_nmd_term	GSE_Title	Inhibition of nonsense-mediated mRNA decay reduces the tumorigenicity of human fibrosarcoma cells
GSE232185	GSM7317569	nmd_target	genotype	SMG7KO + SMG7 RESCUE
GSE232185	GSM7317569	perturbation_mechanism	extract_protocol_ch12	Libraries were prepared with the Illumina TruSeq Stranded Total RNA library kit, including rRNA depletion.
GSE232185	GSM7317569	perturbation_mechanism	growth_protocol_ch1	HT1080, SMG7KO and RESCUE cells were maintained in DMEM supplemented with 10% fetal calf serum (FCS) and antibiotics in humidified atmosphere with 5% CO2 at 37 °C
GSE232185	GSM7317569	perturbation_mechanism	title	RESCUE tumor_904
GSE232185	GSM7317569	perturbation_mechanism	GSE_Title	Inhibition of nonsense-mediated mRNA decay reduces the tumorigenicity of human fibrosarcoma cells
GSE232185	GSM7317569	perturbation_mechanism	genotype	SMG7KO + SMG7 RESCUE
GSE232185	GSM7317569	tissue_field	source_name_ch1	xenograft subcutaneous tumor
GSE232185	GSM7317569	tissue_field	tissue	xenograft subcutaneous tumor
GSE232185	GSM7317569	tissue_field	cell.line	HT1080_RESCUE
GSE232185	GSM7317569	tissue_field	cell.type	fibrosarcoma
GSE232185	GSM7317570	explicit_nmd_term	GSE_Title	Inhibition of nonsense-mediated mRNA decay reduces the tumorigenicity of human fibrosarcoma cells
GSE232185	GSM7317570	nmd_target	genotype	SMG7KO + SMG7 RESCUE
GSE232185	GSM7317570	perturbation_mechanism	extract_protocol_ch12	Libraries were prepared with the Illumina TruSeq Stranded Total RNA library kit, including rRNA depletion.
GSE232185	GSM7317570	perturbation_mechanism	growth_protocol_ch1	HT1080, SMG7KO and RESCUE cells were maintained in DMEM supplemented with 10% fetal calf serum (FCS) and antibiotics in humidified atmosphere with 5% CO2 at 37 °C
GSE232185	GSM7317570	perturbation_mechanism	title	RESCUE tumor_921
GSE232185	GSM7317570	perturbation_mechanism	GSE_Title	Inhibition of nonsense-mediated mRNA decay reduces the tumorigenicity of human fibrosarcoma cells
GSE232185	GSM7317570	perturbation_mechanism	genotype	SMG7KO + SMG7 RESCUE
GSE232185	GSM7317570	tissue_field	source_name_ch1	xenograft subcutaneous tumor
GSE232185	GSM7317570	tissue_field	tissue	xenograft subcutaneous tumor
GSE232185	GSM7317570	tissue_field	cell.line	HT1080_RESCUE
GSE232185	GSM7317570	tissue_field	cell.type	fibrosarcoma
GSE232185	GSM7317571	control_term	genotype	WT
GSE232185	GSM7317571	explicit_nmd_term	GSE_Title	Inhibition of nonsense-mediated mRNA decay reduces the tumorigenicity of human fibrosarcoma cells
GSE232185	GSM7317571	perturbation_mechanism	extract_protocol_ch12	Libraries were prepared with the Illumina TruSeq Stranded Total RNA library kit, including rRNA depletion.
GSE232185	GSM7317571	perturbation_mechanism	growth_protocol_ch1	HT1080, SMG7KO and RESCUE cells were maintained in DMEM supplemented with 10% fetal calf serum (FCS) and antibiotics in humidified atmosphere with 5% CO2 at 37 °C
GSE232185	GSM7317571	perturbation_mechanism	GSE_Title	Inhibition of nonsense-mediated mRNA decay reduces the tumorigenicity of human fibrosarcoma cells
