Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[cell line]	Characteristics[sex]	Characteristics[developmental stage]	Characteristics[organism part]	Characteristics[disease]	Characteristics[cell type]	Characteristics[genotype]	Characteristics[genetic modification]	Characteristics[replicate]	Characteristics[spike in]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Performer	Derived Array Data File	Protocol REF	Performer	Derived Array Data File	Factor Value[genotype]	Factor Value[compound]	Factor Value[dose]	Unit[concentration unit]	Term Source REF	Term Accession Number	Factor Value[time]	Unit[time unit]	Term Source REF	Term Accession Number
191530	ERS18293886	SAMEA115296708	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191530	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006200283_191530_S13_L000	group 4	sequencing assay	ERX12037190	A006200283_191530_S13_L000_R2_001.fastq.gz	A006200283_191530_S13_L000_R2_001.fastq.gz	ERR12662980	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/080/ERR12662980/ERR12662980_1.fastq.gz	P-MTAB-140998	V. Boehm	191530.bam	P-MTAB-140998	V. Boehm	191530.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	8	hour	EFO	UO_0000032
191530	ERS18293886	SAMEA115296708	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191530	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191530_S30_L000	group 4	sequencing assay	ERX12037190	A006850265_191530_S30_L000_R2_001.fastq.gz	A006850265_191530_S30_L000_R2_001.fastq.gz	ERR12662979	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/079/ERR12662979/ERR12662979_2.fastq.gz	P-MTAB-140998	V. Boehm	191530.bam	P-MTAB-140998	V. Boehm	191530.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	8	hour	EFO	UO_0000032
191530	ERS18293886	SAMEA115296708	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191530	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006200283_191530_S13_L000	group 4	sequencing assay	ERX12037190	A006200283_191530_S13_L000_R1_001.fastq.gz	A006200283_191530_S13_L000_R1_001.fastq.gz	ERR12662980	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/080/ERR12662980/ERR12662980_2.fastq.gz	P-MTAB-140998	V. Boehm	191530.bam	P-MTAB-140998	V. Boehm	191530.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	8	hour	EFO	UO_0000032
191532	ERS18293887	SAMEA115296709	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191532	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191532_S31_L000		sequencing assay	ERX12037191	A006850265_191532_S31_L000_R1_001.fastq.gz	A006850265_191532_S31_L000_R1_001.fastq.gz	ERR12662981	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/081/ERR12662981/ERR12662981_1.fastq.gz	P-MTAB-140998	V. Boehm	191532.bam	P-MTAB-140998	V. Boehm	191532.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
191532	ERS18293887	SAMEA115296709	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191532	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191532_S31_L000		sequencing assay	ERX12037191	A006850265_191532_S31_L000_R2_001.fastq.gz	A006850265_191532_S31_L000_R2_001.fastq.gz	ERR12662981	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/081/ERR12662981/ERR12662981_2.fastq.gz	P-MTAB-140998	V. Boehm	191532.bam	P-MTAB-140998	V. Boehm	191532.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
191534	ERS18293888	SAMEA115296710	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191534	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191534_S32_L000		sequencing assay	ERX12037192	A006850265_191534_S32_L000_R1_001.fastq.gz	A006850265_191534_S32_L000_R1_001.fastq.gz	ERR12662982	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/082/ERR12662982/ERR12662982_1.fastq.gz	P-MTAB-140998	V. Boehm	191534.bam	P-MTAB-140998	V. Boehm	191534.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
191534	ERS18293888	SAMEA115296710	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191534	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191534_S32_L000		sequencing assay	ERX12037192	A006850265_191534_S32_L000_R2_001.fastq.gz	A006850265_191534_S32_L000_R2_001.fastq.gz	ERR12662982	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/082/ERR12662982/ERR12662982_2.fastq.gz	P-MTAB-140998	V. Boehm	191534.bam	P-MTAB-140998	V. Boehm	191534.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
191536	ERS18293889	SAMEA115296711	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191536	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191536_S33_L000		sequencing assay	ERX12037193	A006850265_191536_S33_L000_R1_001.fastq.gz	A006850265_191536_S33_L000_R1_001.fastq.gz	ERR12662983	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/083/ERR12662983/ERR12662983_1.fastq.gz	P-MTAB-140998	V. Boehm	191536.bam	P-MTAB-140998	V. Boehm	191536.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
191536	ERS18293889	SAMEA115296711	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191536	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191536_S33_L000		sequencing assay	ERX12037193	A006850265_191536_S33_L000_R2_001.fastq.gz	A006850265_191536_S33_L000_R2_001.fastq.gz	ERR12662983	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/083/ERR12662983/ERR12662983_2.fastq.gz	P-MTAB-140998	V. Boehm	191536.bam	P-MTAB-140998	V. Boehm	191536.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	12	hour	EFO	UO_0000032
191538	ERS18293890	SAMEA115296712	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191538	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191538_S34_L000		sequencing assay	ERX12037194	A006850265_191538_S34_L000_R2_001.fastq.gz	A006850265_191538_S34_L000_R2_001.fastq.gz	ERR12662984	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/084/ERR12662984/ERR12662984_1.fastq.gz	P-MTAB-140998	V. Boehm	191538.bam	P-MTAB-140998	V. Boehm	191538.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
191538	ERS18293890	SAMEA115296712	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191538	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191538_S34_L000		sequencing assay	ERX12037194	A006850265_191538_S34_L000_R1_001.fastq.gz	A006850265_191538_S34_L000_R1_001.fastq.gz	ERR12662984	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/084/ERR12662984/ERR12662984_2.fastq.gz	P-MTAB-140998	V. Boehm	191538.bam	P-MTAB-140998	V. Boehm	191538.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
191540	ERS18293891	SAMEA115296713	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191540	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191540_S35_L000		sequencing assay	ERX12037195	A006850265_191540_S35_L000_R1_001.fastq.gz	A006850265_191540_S35_L000_R1_001.fastq.gz	ERR12662985	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/085/ERR12662985/ERR12662985_1.fastq.gz	P-MTAB-140998	V. Boehm	191540.bam	P-MTAB-140998	V. Boehm	191540.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
191540	ERS18293891	SAMEA115296713	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191540	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191540_S35_L000		sequencing assay	ERX12037195	A006850265_191540_S35_L000_R2_001.fastq.gz	A006850265_191540_S35_L000_R2_001.fastq.gz	ERR12662985	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/085/ERR12662985/ERR12662985_2.fastq.gz	P-MTAB-140998	V. Boehm	191540.bam	P-MTAB-140998	V. Boehm	191540.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
191542	ERS18293892	SAMEA115296714	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191542	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191542_S36_L000		sequencing assay	ERX12037196	A006850265_191542_S36_L000_R1_001.fastq.gz	A006850265_191542_S36_L000_R1_001.fastq.gz	ERR12662986	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/086/ERR12662986/ERR12662986_1.fastq.gz	P-MTAB-140998	V. Boehm	191542.bam	P-MTAB-140998	V. Boehm	191542.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
191542	ERS18293892	SAMEA115296714	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191542	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191542_S36_L000		sequencing assay	ERX12037196	A006850265_191542_S36_L000_R2_001.fastq.gz	A006850265_191542_S36_L000_R2_001.fastq.gz	ERR12662986	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/086/ERR12662986/ERR12662986_2.fastq.gz	P-MTAB-140998	V. Boehm	191542.bam	P-MTAB-140998	V. Boehm	191542.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	24	hour	EFO	UO_0000032
191544	ERS18293894	SAMEA115296716	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191544	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191544_S37_L000		sequencing assay	ERX12037197	A006850265_191544_S37_L000_R2_001.fastq.gz	A006850265_191544_S37_L000_R2_001.fastq.gz	ERR12662987	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/087/ERR12662987/ERR12662987_1.fastq.gz	P-MTAB-140998	V. Boehm	191544.bam	P-MTAB-140998	V. Boehm	191544.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	48	hour	EFO	UO_0000032
191544	ERS18293894	SAMEA115296716	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	1	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191544	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191544_S37_L000		sequencing assay	ERX12037197	A006850265_191544_S37_L000_R1_001.fastq.gz	A006850265_191544_S37_L000_R1_001.fastq.gz	ERR12662987	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/087/ERR12662987/ERR12662987_2.fastq.gz	P-MTAB-140998	V. Boehm	191544.bam	P-MTAB-140998	V. Boehm	191544.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	48	hour	EFO	UO_0000032
191546	ERS18293897	SAMEA115296719	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191546	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191546_S38_L000		sequencing assay	ERX12037198	A006850265_191546_S38_L000_R2_001.fastq.gz	A006850265_191546_S38_L000_R2_001.fastq.gz	ERR12662988	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/088/ERR12662988/ERR12662988_1.fastq.gz	P-MTAB-140998	V. Boehm	191546.bam	P-MTAB-140998	V. Boehm	191546.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	48	hour	EFO	UO_0000032
191546	ERS18293897	SAMEA115296719	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	2	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191546	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191546_S38_L000		sequencing assay	ERX12037198	A006850265_191546_S38_L000_R1_001.fastq.gz	A006850265_191546_S38_L000_R1_001.fastq.gz	ERR12662988	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/088/ERR12662988/ERR12662988_2.fastq.gz	P-MTAB-140998	V. Boehm	191546.bam	P-MTAB-140998	V. Boehm	191546.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	48	hour	EFO	UO_0000032
191548	ERS18293898	SAMEA115296720	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191548	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191548_S39_L000		sequencing assay	ERX12037199	A006850265_191548_S39_L000_R1_001.fastq.gz	A006850265_191548_S39_L000_R1_001.fastq.gz	ERR12662989	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/089/ERR12662989/ERR12662989_1.fastq.gz	P-MTAB-140998	V. Boehm	191548.bam	P-MTAB-140998	V. Boehm	191548.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	48	hour	EFO	UO_0000032
191548	ERS18293898	SAMEA115296720	Homo sapiens	HCT116	male	adult	colon	colorectal adenocarcinoma	colorectal cancer cell	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	CRISPR/Cas9	3	ERCC	cell	P-MTAB-140992	D. Wallmeroth	P-MTAB-140996	D. Wallmeroth	P-MTAB-140997	D. Wallmeroth	P-MTAB-140993	D. Wallmeroth	P-MTAB-140994	Cologne Center for Genomics (CCG)	191548	RNA	PAIRED	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-140995	Cologne Center for Genomics (CCG)	A006850265_191548_S39_L000		sequencing assay	ERX12037199	A006850265_191548_S39_L000_R2_001.fastq.gz	A006850265_191548_S39_L000_R2_001.fastq.gz	ERR12662989	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR126/089/ERR12662989/ERR12662989_2.fastq.gz	P-MTAB-140998	V. Boehm	191548.bam	P-MTAB-140998	V. Boehm	191548.bam.bai	pSH-EFIRES-P-AtAFB2-mCherry UPF1-nterm BSD/Hygro P2A V5 AID7 (U1A3n2)	indole-3-acetic acid (IAA)	500	micromolar	EFO	UO_0000064	48	hour	EFO	UO_0000032
